order_id,customer_id,order_purchase_timestamp,order_approved_at
c647254c19cb14894d4cf37d3d8e450b,8ef7d02f2a0e0ec0c19e78519b01d689,2018-08-21 20:32:25,2018-08-21 20:44:13
a01a4f4b4faa17b262af0d0a96668e2c,54b1a3f777445eadcd960f085daeda40,2018-01-12 13:32:58,2018-01-12 13:48:59
143c703ed417ebaa64077dcdc2c820a9,2741ad6328c6501b09950d15a0590167,2017-03-27 17:11:10,2017-03-27 17:25:14
d1f31783129ddeede87b72ab701d0e8a,1665c47e1eecada1c2035122a988cd56,2018-04-01 18:29:32,2018-04-01 19:10:13
27022b76108230492760e5e0a34c159e,45cea136a7ccc9defbe927fd8b27d2bb,2017-05-07 23:40:38,2017-05-09 09:35:13
b07725548a706259d0cbc2aeaa780e18,72cb865e318f4077360bcfb50098f7eb,2017-03-02 16:03:14,2017-03-02 16:15:15
abb6ee8df76cd626afdcf19cec0d62bf,abeeaa3eae477c102aac831feea6c8a1,2018-01-25 21:47:56,2018-01-25 21:57:26
92578ad781aea777f9022bdb6319e4f3,e372e544ed515524e099e4f543d9aeb3,2018-05-12 01:47:21,2018-05-12 02:12:04
c765342582f1d08f16285fb827f88b1b,4b4bae6b6b096a30f61fd61b3762e5ff,2018-02-26 14:58:14,2018-02-28 09:15:23
2608e8f1fa4c7e37526b68e2fd2e6d10,519a15e6969240c16ef4437b4c650dca,2018-03-22 10:59:41,2018-03-22 11:15:51
f9f682974316f9f27b860858f43ea423,689d323ef4f74f6d38fee780addf162f,2017-08-23 17:04:30,2017-08-25 02:55:43
a238c4b12e353d643594bb92d9385e1a,a71f65149295549d85fe86597d5bf59c,2018-06-22 16:07:51,2018-06-23 02:20:05
a66196d313e431749d0ac48fe827ab1b,ec9a7d378b0d04898043ca0bbd08da11,2018-08-18 19:00:55,2018-08-18 19:10:09
7e5a1d0e245d9956f8919244b11a1da1,8c92f7eeb893a210a2bb0b220f5d1746,2017-10-10 19:15:23,2017-10-10 19:29:20
c2392e568835f3d748e67d74da04c934,7fd14a93c967b606432018bfcade5e71,2018-03-13 08:52:31,2018-03-13 09:08:41
9b1c817fd98473c0a0dab2a95b5979a6,1be70cd84bb8fdc5c77a52054d6250f8,2017-08-06 19:10:12,2017-08-06 19:25:17
efcba885fdb0eaeb673bd9b42cf06be4,47b1ec72240dcd0dddd0827b10435424,2018-01-03 23:49:07,2018-01-04 01:08:07
53a55fb5597f90b6727f82626d65f179,bd207fa6905e501b1885466db826d7da,2018-02-16 09:33:23,2018-02-16 09:47:04
f176421e9956528da385eb686f70b7c1,4f3530f76a6821b823ce91e12ae377bc,2018-07-31 22:44:06,2018-07-31 23:20:07
c25bbd8045abef9208c581196c86d350,7824cd93dcb0b5c13456cee269eb36ba,2018-03-28 16:30:18,2018-03-28 16:47:54
b53daded44cdc3c3f3e1962c34ebdbf2,30577af64fd5fc68789a2f1d14b848de,2018-08-13 13:11:27,2018-08-14 08:55:28
1f4fe628fee06334b3c7f4a99233700c,641eedb16cd803ea21bb51f4f76b9b55,2018-06-12 19:50:44,2018-06-12 20:25:02
f80e68b525d4ea7025db2f4648d4007d,46e8cc38dc8f69d926b477f403832417,2018-05-23 00:01:15,2018-05-23 00:56:19
a1bfb3c0cee80f07a533875f768055fb,74109829d90b9fa80160019ec212d7fe,2017-11-25 12:10:30,2017-11-25 12:31:42
d887cb83cb643b2b98e4f1711d99d4cc,f33df2d18c4e537dbde59cd62fadc3f1,2018-03-20 23:19:05,2018-03-20 23:35:31
33a3567a036169435a622361c5d3b79e,4b05dcf5667f512fe23847c483db080d,2018-08-24 13:05:30,2018-08-24 13:15:14
4bc6bfbf65a140de5b9803eefad6ef41,915859a34b24020b5b9fd32c8ac40f0d,2017-04-08 22:27:52,2017-04-08 22:35:09
2dd1b3fcb05d15852bfc51a0a8405381,1b730e245b9e48cc3938dd8aa2dfebc4,2018-08-10 19:29:10,2018-08-10 19:44:31
206a9f788eabd24e87d7475ce4382a9d,29e75c5bc4d598db86b874311d317d69,2017-07-14 17:32:19,2017-07-15 17:43:37
2abc183ed563bc04debbc0e9cd90c220,e46a954e026813d17a304893da1e0862,2017-11-12 16:12:40,2017-11-14 03:35:34
aebf3847ea191c3440ae0e2c159fc402,9ccf6b48af95bd14f7997dee8102b698,2017-11-28 15:55:01,2017-11-28 16:17:38
b254aaf3ccd939e570def6639accb4a9,e788cda1179a326d2dd6458dde28b2a4,2017-08-14 20:16:43,2017-08-14 20:50:12
2e1b96bb2d8b0ca7e4a6c3d0c15d68a3,7aa6b791c1e47633122b949ed9d51b83,2018-07-01 16:31:48,2018-07-01 16:49:50
4a690c399549365763c91fd29ead7345,2b081031c964f171ecc1aa3b13d99068,2018-05-05 16:45:11,2018-05-05 17:10:16
cba50ee7d72101bacb9accfaaf1d087d,a21458e978c59c41679d6a8559bf4a85,2018-01-22 10:33:42,2018-01-22 14:16:25
cc6adfff0d6a6796585ca1d0901f0ea1,9a87ecffc7fa5774d977fa4630769a63,2018-01-10 22:36:31,2018-01-10 22:48:09
0a87a60c5403e51a0e85e4ed7c3c2bdf,794078f0249dad457401b52a38fa2b58,2017-11-24 15:13:48,2017-11-24 17:54:15
1a71051dfe3a0641e6feafe991adbdab,c51e08ffb18c1f0a3a6bd1302aa323dd,2018-07-22 10:10:57,2018-07-23 11:31:46
753f7035904112b0a9a575ed27f1da2c,b225ce9eb2ef15e3ff6aaff06974c491,2018-08-21 10:29:19,2018-08-23 02:50:19
53100a6fcd03e8e50f32580474756a14,2c33b2f5b5e6a2730f0ec0289dd68c8b,2018-03-31 14:38:25,2018-03-31 14:50:17
08523d94685d7c7efc1381136873cab3,01c2a51e4844df386c8bbd058978052c,2017-11-17 00:49:51,2017-11-18 02:29:06
4efe746bf89c1976abde13a381aa452c,b7696f3033663a871d0663c2398861db,2018-08-13 13:08:25,2018-08-13 13:24:23
4140fb83a84c614859497ddf5333334f,57cf34cd1fbe463134f112c074dfcfdb,2017-07-13 15:27:00,2017-07-13 15:44:27
8e4614fbf9caf0cbe6bb3d1ac53d4f82,aacaa03a2d85d2992416317b3d1ff5e8,2018-07-09 17:22:25,2018-07-09 17:30:15
dc7566bfe3895fb2cdd629c28afede86,51eb7663bd61a5973720f98b62097595,2017-04-07 15:21:10,2017-04-08 02:43:31
281312c1f75aca1051527291272b4b46,2ca3e71ac73842efb5a0a9670f8770f3,2017-12-01 20:24:52,2017-12-01 21:24:01
f1fbc76b5a7cfbf5170cba46cbc93c24,756443b83aba78cf471a583a9a712f22,2018-04-03 10:38:15,2018-04-04 03:10:17
d858d63e625f2b1e5273f8e9312802a4,1d765a5fdf1ac0e849b0d72df63540c1,2018-03-08 09:26:20,2018-03-08 10:28:29
62640a90dbc0dc6dedc1ce5925e36e00,841a10b36f795c595b69ae09ee5b34b8,2017-07-31 09:47:12,2017-07-31 10:03:08
e914e961033af34e2fc13b3b0d698a94,76757f2d4942e8382a6970222578f5b2,2018-02-28 08:59:22,2018-02-28 10:15:35
b0181a2b3c9f39595fb01f97519d015d,f7890ecdf565bc15a50ffb3743cdb0c8,2017-11-20 18:34:17,2017-11-20 18:48:14
febcaeb2fad6add5829ac1d090ac26be,41a84693075e67aa8f408fb362532bd3,2017-04-19 14:02:05,2017-04-20 02:50:10
65bc13ce9ce9abd1fb01560e41e0afa3,9028854a317912520dcf23f527c7363e,2018-05-07 21:42:08,2018-05-07 21:55:19
1f01fe794c7b4f7066b38ad326c4bfa2,385a256091b789214a0bfbd295406bf8,2017-11-28 20:04:41,2017-11-28 20:17:23
a14d45b8e72c7df8d9d95f18f6f448c9,6f4511798549eb82e7ced95ae05a73c7,2018-01-09 09:11:00,2018-01-10 10:32:39
4383f393667331c267d9cdce510b849c,49ace87e9dad866bcc8b4a4a5be2b1ca,2018-07-24 10:40:12,2018-07-25 02:35:09
6fed61864e73f5457549fa69ad7c88a2,8dcd97f29f39cd61f731b3272b169ba9,2017-11-14 15:14:27,2017-11-14 15:28:06
9fb578d8a9c6d5c73ea157e45b69d479,741775b7ac1b255bb101811981b5a569,2018-08-02 12:05:20,2018-08-02 12:50:18
f62f42fbbc35ac4b000282839c369f9a,57bd01b687ed2ca2565730ba32a15d06,2018-05-28 17:58:09,2018-05-29 03:31:19
588319a0ed0db7baaa43a314a333434c,e0dfe045873912a1a09b825844b2165c,2018-01-30 15:27:44,2018-01-30 15:35:40
50bbd6f58e1641ea899a67a31871cc73,14dc046e2318c7abad8943aef8bb765f,2018-05-14 08:55:22,2018-05-16 03:33:54
659862bc91d0c543aa9a3ecd268792c5,896ef8aa8a85480f35a6053ff3cda8c0,2017-09-06 13:30:16,2017-09-07 02:55:20
e6645cd574bfc71b276a102797036491,286082dea69d984a431e02b1fe26eac9,2017-08-21 22:06:01,2017-08-23 18:30:20
bf20a3dc1ce70ff4b1c392d2efb503ad,c456733e88a103b3258c903dd5d79f07,2017-10-19 21:19:13,2017-10-19 21:29:24
b5729b91377f445769c8fc2d063e6235,02822ed21b96d3da2f2b7acad6b0d9e0,2017-08-09 15:42:26,2017-08-09 16:04:02
d4cb2cf063b936e3836fb62b7f296367,3ac33fb9cefa02c073a17df141a67c9f,2017-07-25 19:47:41,2017-07-25 20:03:07
e1da8361c76cab67aa3588a1fbf1af54,dd854e24b40e3bc2b306946dee252015,2017-07-01 15:42:32,2017-07-04 04:10:19
71cb873fdd4adf163236f26b9dd7cafd,797c7ed6570cd77d6817390a0fad145d,2017-05-10 08:00:37,2017-05-11 04:10:17
a3476275102890bfa5129b85c78f3da1,5655a5fd1c44d8ec0fa95eec6f63ad66,2018-03-02 16:48:41,2018-03-02 17:10:40
b510a3b0e7d3af5d6a6021fb316dc676,0ebc6c73d89878fb3a1d039df4f3c8a1,2018-01-22 19:06:00,2018-01-22 19:14:35
69be9dba6e0abc2941fc4b888d414fc5,12ebf7237cb92792a80d4d577e051f40,2018-08-04 18:44:30,2018-08-04 18:55:16
bd575d6ab64e8452789c304408f514eb,3cd2f012b213ae1cbcbf93630fe59d57,2017-11-03 12:28:32,2017-11-04 06:55:33
21bdc97768bc2e7a3e428d0ede7deb85,b632584c672b004257be4b2e5ae4907e,2018-03-01 15:16:55,2018-03-03 02:35:44
e4c412c45813fd2fdd6e1fa72b69425a,03ec2e284072ed26c76280702832ed56,2018-06-13 11:14:12,2018-06-14 12:58:45
0b82a32f3caec8e9157049e294486ade,f3a7ebd01294cc0c18f30693542694e0,2018-02-19 15:33:55,2018-02-19 16:35:26
6dbf90ca92c05262ffcf5a7988ec31b6,3c5d9be5e99aa56b2b5b0c9d4a2072ef,2017-11-26 22:37:24,2017-11-26 22:53:14
c0f229f61498b44c4a8790aafbf9397a,f568e7635b070696aac4c756f681f64d,2018-01-05 12:32:12,2018-01-05 12:39:26
780bb1875afb8783be7fab39382d8eee,15ce8ebbf78bb839bce4f80906c8727f,2017-07-19 10:37:51,2017-07-20 02:10:19
d1d82aade0787cfad8be29a6afcc6401,84ff0ecfdb0a9d436b5fad4bf784f835,2017-06-01 17:40:00,2017-06-01 17:55:13
5fdab414c63ae3857866968ef3104328,2d0c80dd7a25610af4d8171318c4c1ce,2018-06-23 22:12:28,2018-06-23 22:35:00
ef0bfeea98c53b5b6fc4d39a7eeae081,d1ca2f71f763751aed6278bc5916151d,2018-03-21 20:09:14,2018-03-21 20:28:35
1d537e412ed346acc70b0e721ba2620a,becec6158cf50315fdde081c3264fdb9,2017-12-27 19:13:05,2017-12-27 19:26:39
a26767d79ed74e1a32e2855451fcfd3f,f65fad9175e08b8c051204ebf7d43705,2018-05-12 13:00:05,2018-05-12 13:14:33
f829f185f0ec92a117ee3d8c9e9ed19b,12658d23a028a4fd61c6ed1baddf98ad,2018-04-06 13:51:26,2018-04-06 14:10:22
24ffe5543b23e12690af44dda7fd5ad2,fac53dc282acb0f2be3044ec7d861360,2018-02-15 13:03:08,2018-02-15 13:15:41
68650dcbe7ea36df21a504e095d3d063,f058edb3bbbcfbdb48a94999c90a7ed8,2018-01-15 13:03:26,2018-01-15 13:11:26
e160d11c70cf606ed89a6700da4e3454,7544e9c2b30e2b6541ba16b664011faf,2017-10-01 19:01:48,2017-10-01 19:14:15
d20776b7190e9d5d49a3703226c4fd24,ad86ee88e13f543b00f6766c14b09496,2017-08-11 17:01:45,2017-08-11 17:15:18
d4fea5f1166ef240cfe766769f4d5ab0,874e3ce94e74d677972a169b9c78e0b5,2017-04-17 18:46:05,2017-04-19 16:10:22
4a7062d398b2eba9c25e6483b056df8f,de4686899a57f8be675fabc4c73fe80c,2018-04-27 01:18:26,2018-04-27 01:31:28
06bb67936cfa5ac3f449e4f6733de4b1,ebfeafbe3a7a9bd5247da19ab28eae2f,2018-06-10 17:36:44,2018-06-10 18:57:19
754328c1ffda8a8ba227f2851a3772cb,d1d67e6e2d57800a09b5fa607ea74f89,2018-06-12 11:52:57,2018-06-13 11:55:15
3eb95f6a896852d771ecaa56c4f02349,95149169752f33705244ee124d213204,2018-04-11 00:31:22,2018-04-12 07:51:18
7870e4898f865975acb43fb1c282f4d3,b7f9c7a0b694d1e97d28d3406e994d1e,2017-08-06 17:26:40,2017-08-06 17:42:58
14a54a1ffd16f037929c4553a244f9ed,f51dd48ef39ca937e5f1c9e87f6f2881,2018-04-02 12:50:49,2018-04-03 08:09:01
366e36538aace156a4d280994494b604,96330b0f406163eb357a8c6085b841f6,2017-10-11 20:45:40,2017-10-14 03:37:06
27fb2154c341bbc730063b1d16844616,999e3c7a67f519385382c467f76c5393,2018-05-21 12:45:43,2018-05-22 08:56:50
26a4c5b97bdf4e499a22334ea494e883,1acd80f827bb4f30d15edf43b2e05dc1,2017-07-31 19:14:08,2017-07-31 19:25:13
ac7204e1893dcaef40c01c2616987fb0,c2a69cc95ddc26ae4980abae28905855,2017-03-27 22:26:08,2017-03-29 02:15:21
6af5a09bae161896af1bd1d4a83a39ce,765c5a44d2bee479336e965c39e85f13,2018-06-12 15:01:11,2018-06-12 15:46:53
e30fb155cacfee81443d974ce9c8a2d3,8cc80e5696a1114a3b9220ba5db5e5be,2017-08-28 09:08:44,2017-08-30 02:16:08
6b2c8c168c14d73b346536f784d52996,2ecaabb8e0bd2a2a316d07dcb3fadc18,2017-12-13 19:22:05,2017-12-13 19:32:22
f49641d770ece70998b7b5ac891b3cd4,9dcedc76265e3bfef169075507093ea9,2018-02-12 12:12:34,2018-02-12 12:28:20
9ae0dde43abc889af3f66f1408bd49fe,deb60000dabb838efb3cc3e9de7961c7,2018-03-26 23:31:51,2018-03-28 02:50:39
575fd25dc6bc7604b6a64f9d8fdb1cd3,a346f988c7f391f919345ab9926fbbc8,2018-01-24 19:11:34,2018-01-24 19:18:20
946d4f5359317f054ef617725b284cc3,86e4a908b85e47a6297573035876edca,2018-08-15 12:24:47,2018-08-15 12:44:20
6439653c88076433f580f0ea995949ba,9d535cfb9c9d4e2d7d8670551ff202db,2018-07-05 07:31:20,2018-07-06 02:51:02
582fcbf6c15d85c705d101b4a3b6c25f,934bab8309cb5fe3e752f21cea484530,2018-02-21 17:06:23,2018-02-21 18:00:22
da64839e98b51a0daa6d368e9f593a4b,e9490b645b17d03cfde928d84d38a916,2018-02-05 20:10:30,2018-02-05 20:29:53
bad46ed77a751d33a1a1b352075c3cdf,225eea8847d66d819b5187fc0b35c8ea,2018-01-11 13:11:51,2018-01-11 13:28:35
1bf4871c57b8284ca1dfa1a02ad278c6,ef1cf638ea4788f89b4d2042d694db3a,2018-02-18 13:38:48,2018-02-18 14:46:42
22aceb58bfd80959564e4b2ecd9ea0ef,52f4c321b23906ab009a2ecb6ad7dced,2017-09-12 21:22:46,2017-09-14 10:30:25
971255ac71ca5ab5eccc94b177e081c5,974809ed2f12441c5c99e5ab636c2af4,2018-05-07 18:56:36,2018-05-08 18:55:20
1fc1e40116f5b3b7db1ffc31ab5b63a2,158bf151ca9afed1f0aa1a67c82ce21a,2018-04-17 20:59:24,2018-04-17 21:10:17
7396bd5e3f3fc177970bbd41a676636f,d6e801f63a31bda1ed8f6caf4c2620d1,2017-11-14 17:00:43,2017-11-17 04:06:22
1db5f7be6c0e5b942a24957fae155f28,855fd5747207a6fde9c90bdc1bde58f6,2017-06-08 08:58:53,2017-06-09 02:30:28
d2f8ef9dd1714fcac7de9f0aef13d21a,04a2fa019514345f6bcc37c892208336,2018-05-15 12:29:55,2018-05-15 12:54:30
39b67013c666b5dfe0f02a61955c3b08,d9de10a327d2af13622acc9c94995b66,2018-02-20 13:30:26,2018-02-20 13:51:16
cb12723b588f7153304564e192985477,0cf598c859665ba5b58f27857d26f5e8,2018-06-25 15:29:36,2018-06-25 15:57:50
be6e0e5aee2918775fc14dfe68d18a37,ff3fb57f76210bacea765b1f7d8876ad,2018-06-13 02:16:03,2018-06-13 15:28:57
1457abef78cd241e85fd946503cb4e16,344ee65ac116bd585ab8ee04a18597e5,2017-10-27 13:13:53,2017-10-27 13:30:09
a57a5bbb57b15b49050bc6a58a2f240e,d5ef6eb2e7cb3280ee294b63ecc10fbb,2018-01-17 09:55:37,2018-01-17 10:10:03
eb3453fe7cce2e88a56d3621c7cc2d7d,3d0f4dd34ad4f2a1401bcc7faab27dbc,2017-09-03 14:47:29,2017-09-03 14:55:20
3aae1e931f771197ec742671ee429dc9,4f5fe0d2d2d60f5850f219a41b092234,2017-03-20 16:14:51,2017-03-20 16:14:51
ba8ebbd4a50913dea058ff7695922d95,3f3aa91e753c454557cb29ee5a852eab,2018-05-19 18:06:11,2018-05-19 18:32:42
2545865a7855db1c3ffd110faf83261a,ff8f6d3e8686235229636f5b388e3b44,2018-01-03 20:40:15,2018-01-03 20:50:30
86d98161e71a519565b571ca0e1ed87e,246cf7075108c701caac778132a2a9fc,2017-06-19 10:01:51,2017-06-19 10:10:21
12ada6ec0be92b66bd3392b1764a4588,eab21889a85eb78465b7d239df693daa,2018-08-04 08:55:29,2018-08-07 04:55:27
d81dff089ae648dacea746f77643f86e,5e6c17c1aac5a1acf6e38746eeebc11d,2017-01-24 22:16:05,2017-01-24 22:25:33
80bf5465cc35f5b4d33de5b5e7cfb0e9,56c930e539e342f070d8a041f9412e5b,2018-04-07 23:37:15,2018-04-08 23:30:22
8d31389fe53e1e3d5a914946f5549e7d,d747bc7445e6f8c4de1bb9a4df39191c,2017-09-22 17:32:46,2017-09-22 17:44:18
ddb33b0aa1ca6227208f0ca0564f0696,09cc193befa14d698869667e92148ab2,2018-04-17 22:02:50,2018-04-17 22:15:21
92c3a5b09e48e84587b55b833b901d81,1ec2b1b57e7e5a1b3819a846681dda5f,2017-06-19 10:08:07,2017-06-20 10:35:31
adadbd25a12e0e924896b366cdf22f70,fd4f4401b76a6faf81ce84220002bdcb,2017-03-27 19:27:00,2017-03-27 19:35:20
8437cc26c9de9099049a5d619bd5ea67,64cdc06f388a59d50fc18582e3f8e513,2018-04-16 21:07:33,2018-04-16 22:10:26
c2ea797d51d65bf537180b09a90a8e6b,136e2c8c718aedc13d5304f0196c8178,2018-03-20 09:49:45,2018-03-20 10:08:09
78ee9d46bf8b130d3b16715c5022413c,1fcab6511187a5fa06953d7c28afe307,2017-12-12 16:04:12,2017-12-12 16:16:29
7781f29a6de6cb94622ec8cb927dded0,1869a07fb80a8eb124cc0619f6e503a5,2018-08-16 09:21:51,2018-08-16 16:35:26
279b0128499fe319bfc49512b1612eb7,e58850376bff96218c65670a1747c41e,2017-10-21 15:41:41,2017-10-21 15:49:35
cf753c9874f18f99ba2ae6ae04632905,a9b0200cc7ddf5f4d78a31ad5b0ddfc7,2018-07-31 19:39:47,2018-07-31 20:20:14
a902114dd9904d0720db65f860a98d7d,6266ee311ee0d42dfaa7963d78342a4f,2018-07-19 14:17:07,2018-07-19 14:30:17
22085be04a775c3ed4245c35bd9f822f,7675279aa67fc4800dd667d60cc92713,2018-05-22 10:25:52,2018-05-22 17:15:27
372f8e1a08cbd807194b89b3c31a448a,f767e7437c3aa2c044523c0a6712380b,2018-08-25 15:12:30,2018-08-26 15:10:14
b513a14f9b8b4de3fe87cadf03715229,a99a6be59d995fe8f602287ef8cccf7e,2017-11-29 13:14:21,2017-11-29 13:37:02
75782ab140cfc2ce9f07f0b6390e32c2,11e0029418313bcb51f04b5ea486743a,2018-02-16 15:19:06,2018-02-20 07:07:10
730308f506bdb6d00878bc7cce6109f9,1ba85623b286d71c8101ddb6849a15e5,2017-05-13 17:13:16,2017-05-13 17:25:11
01667048de265bad400b945f29b52526,de803ca99877b56ce0d121b7e2d57bc5,2017-07-01 12:25:09,2017-07-01 12:35:17
8a8d5579f5323798786ef799344781b0,dbb34416e5ca65c3e7af17da603a723e,2017-10-19 17:28:56,2017-10-20 02:49:35
0553f54e437f2d7fddccf81ae9a646c6,9959467a8562a7937386de4cdc07ae13,2018-05-06 14:48:08,2018-05-08 03:52:03
6d85f03f010453a6addfef985314107d,293fbd6507fd41e12b04d9b33a93cf09,2018-02-03 19:15:43,2018-02-03 22:35:32
199c3d5d5456786637603c3975e504f3,526441615839170e46ce165be2760060,2018-02-25 16:35:44,2018-02-25 16:50:22
1e677b19d299a71e33c95a270f656703,c564c5a2ebe6926981e26f3e6931f623,2018-07-30 19:24:57,2018-07-30 19:44:28
83b730ab4cac58471d803672a6688b5e,f05131b9ff23ce30a8b8ab9d416bba8b,2018-03-11 10:55:17,2018-03-11 11:10:15
b5780df6f99a1b41aaf41e0937ca5e9f,1d39c005fb892105c6db1a25001d952e,2018-08-02 12:14:15,2018-08-02 13:15:20
639940742b8990ac13f8f953e11d35cc,527f724d7eec1a2dacf814c3d9b7cc70,2017-12-11 23:17:36,2017-12-11 23:35:57
a1baee3abc3766bff428abf6a20186f4,ddd0de1356a66c120ee1fa0c8ed7522b,2017-12-26 13:43:35,2017-12-26 13:56:22
e268013ab789100dfe3fbb989adc882e,171eb932f474693b8393a770d6b57040,2018-05-08 07:41:41,2018-05-08 07:55:13
5c5177333fb1fce1f4bb65868988f204,ebe11def265cd8e747d70c07c5a4547e,2017-01-24 15:44:05,2017-01-24 15:55:15
9191865443d830e0d137457428b3d432,4455aff0861d62487a2466894d2ed2df,2018-03-01 17:38:42,2018-03-01 18:49:08
9841304c5432e46d9cfd508835b743b1,efb0c18b84807aa7fa6b1fb5a4a04134,2017-11-25 09:39:29,2017-11-25 09:50:57
182c7c260aa89ec58595803372f60d1a,e29730c885561e3856928e2a8ed485a6,2017-11-03 21:21:10,2017-11-03 21:35:23
74d57affde20203d533384dafa37f324,52f02704d86432ee5cc102081bd388dc,2018-05-26 11:33:28,2018-05-26 11:50:58
a36c2d374f8bda87f5ba07fe1bde98e0,dc8fc92aa4abdc1cd1d7a9a78cb9a965,2018-02-16 16:03:16,2018-02-17 03:47:48
2c06e80ee31e3bc878d17d0c6abb8f4c,edeead8c26c3ef19bd2dfba58ae98e35,2017-02-26 01:33:08,2017-02-26 01:42:10
9bcae940b24680a6ca263ec7ffb30ccb,59be217eef79cf8f31906ccb0c18fded,2018-02-19 23:10:18,2018-02-21 06:20:15
c67c6e7178cff9848b2d6556d1670fd8,3237a9ea092013b7b44c0c8d5174006d,2018-07-22 13:32:50,2018-07-23 11:32:05
1ba72b885472d4dd42ff46556f3de1c8,5e6ad19f435e97b7ad8b05d71ca6f032,2018-05-20 12:49:39,2018-05-20 13:10:26
365fb819701436011708b1be4a1d4810,f34242a0bf7d9691e3ca46e8eb3f2ddc,2017-09-25 12:31:37,2017-09-25 12:45:17
2f5d70ed755cd9161500d10f19737dce,97258b1b770e304d93ac981548ddfaa2,2018-06-06 21:50:06,2018-06-06 22:12:19
6521b1807385a964cc81a47662bd6ca2,cd5dd3338f6485acca4c019c5bc902f4,2018-05-01 07:24:30,2018-05-01 07:35:09
512f4f80b07d98a492f7e38f1736e1c0,350010e736cdc59d9b04c4835b38ee79,2017-05-25 21:48:06,2017-05-25 22:02:40
793353e9c611a9aab6769fecbc7c65fd,f1000cd85936267cdb2aafa66f4f798e,2018-03-07 12:24:36,2018-03-07 12:35:43
53f47eb788d813aec3149697d6501eb5,a6f6f997537338e883ff387f4a8f4a0c,2018-02-25 22:54:42,2018-02-25 23:07:52
935c71d5c924d23711a40367cb43913c,fb868ee37e21aece79f2c65ed9f3f118,2018-08-08 16:15:40,2018-08-08 16:30:15
d11fc5b9e5bf7a0c4ce41b04a59f0154,e7614d4b134b3e8aebda0938a84d9878,2017-12-15 10:43:20,2017-12-15 10:51:29
7d7f723eeaa656d3a6d504e6342e3d58,4bc9f46f3c7da8176327864a20730df6,2018-07-05 21:18:50,2018-07-05 21:31:13
3529da555e9238eaa0ac000c0ee4fb05,40fc3220c11d51a392dd736e38075206,2017-11-08 15:52:49,2017-11-10 12:56:20
651f02528e2e297f3d28dca2f4c09a51,72bb4b179b30a3befe3eb909174f2bce,2018-07-28 15:40:18,2018-07-30 19:32:07
